ContentID,Title,Type,Genre,Language,Country,Director,CastCount,ReleaseYear,AddedDate,RuntimeMinutes,EpisodeCount,AgeRating,IMDbScore,ViewsMillions,WatchHoursMillions,AvgCompletionPct,AwardsWon,ProductionCostCr,RevenueCr,SubscribersGainedThousands,TrendingStatus,CriticRating
CS-0145,Heir Golden of the Lost,Series,Reality,Telugu,India,Various,13,2016,2020-05-19,1400,40,U/A 16+,7.5,13.15,150.35,49,1,88.2,29.0,1580,Classic,8.6
CS-0146,Crown Whispering III,Series,Sci-Fi,Malayalam,India,Various,10,2021,2024-06-11,350,10,U/A 13+,7.5,21.85,80.3,63,2,31.1,37.3,1744,Popular,7.4
CS-0147,Bright Bridge: Reborn,Series,Thriller ,Hindi,India,Yuki Menon,5,2015,2022-02-08,600,24,U/A 13+,6.7,17.17,109.89,64,2,84.9,39.7,-1000,Popular,5.5
CS-0148,Mirror Burning,Series,Romance,Bengali,India,,14,2016,2023-02-05,1200,24,U/A 16+,9.0,35.85,609.45,85,4,91.1,57.0,5326,Popular,9.4
CS-0149,Whispering Hour of the Lost,Movie,Drama,Hindi,India,Akira Garcia,11,2016,2023-02-15,133,1,U/A 13+,7.0,0.2,0.25,57,0,50.1,0.2,3486,Classic,7.1
CS-0150,Diary Wild of the Lost,Movie,Kids,Hindi,India,Olivia Kumar,15,2023,2022-04-14,168,1,U,6.6,23.47,34.17,52,0,37.1,27.6,4401,Classic,5.8
CS-0151,Forbidden Echo,Series,Drama,Telugu,India,Various,6,2021,2024-05-10,2200,40,U/A 7+,6.0,26.87,571.44,58,0,46.7,27.3,2167,Popular,3.8
CS-0152,Letter Last III,Movie,Kids,Tamil,India,Anand Kumar,11,2023,2024-10-02,170,1,U/A 13+,8.9,33.47,71.12,75,4,17.8,69.5,6873,New,8.2
CS-0153,Wild Garden II,Documentary,Action,Bengali,India,Karan Jones,5,2021,2024-09-04,79,1,U/A 7+,7.8,31.27,25.94,63,2,2.1,61.3,7176,Classic,6.5
CS-0154,Light Crimson III,Movie,Action,Spanish,Spain,Sanjay Joshi,13,2016,2022-10-25,85,1,A,7.8,14.61,10.35,50,1,48.0,16.7,6789,Classic,6.0
CS-0155,City Whispering: Reborn,Movie,Romance,Hindi,India,Anand Tanaka,4,2021,2023-06-08,120,1,U/A 16+,7.2,5.4,4.75,44,1,47.4,7.8,2122,New,7.2
CS-0156,Storm Bright of Sound,Movie,Drama,Turkish,Turkey,Arjun Sato,15,2024,2023-02-10,161,1,U/A 16+,6.7,27.73,47.62,64,1,43.0,46.1,1569,New,7.2
CS-0157,The Crown of the North,Series,Drama,Korean,South Korea,Vikram Iyer,13,2019,2022-05-18,550,10,U/A 13+,7.5,20.08,71.79,39,4,22.6,46.4,5915,Trending,6.3
CS-0158,Verdict Bright of the Lost,Movie,Reality ,Hindi,India,Aylin Patel,14,2021,2020-12-05,121,1,U/A 16+,8.0,36.14,55.39,76,5,38.1,74.9,4601,Popular,6.0
CS-0159,Garden Sacred of the North,Movie,Drama,Korean,South Korea,Mira Smith,4,2023,2021-06-24,156,1,U/A 13+,7.8,29.49,56.74,74,2,45.4,37.5,4861,Classic,7.9
CS-0160,Letter Midnight of Sound,Movie,Comedy,Korean,South Korea,Emre Brown,5,2023,2023-02-27,117,1,U/A 13+,5.9,9.94,12.21,63,2,40.1,20.3,8037,New,4.7
CS-0161,Burning Hunter,Movie,Drama,Korean,South Korea,Riya Brown,4,2016,2022-08-07,90,1,U/A 13+,4.8,0.2,0.17,55,0,16.9,0.4,-1000,Classic,5.2
CS-0162,Burning Diary of Sound,Series,Animation,Bengali,India,James Iyer,14,2024,2024-01-23,1080,24,U/A 7+,7.0,5.8,41.76,40,3,57.0,12.3,5542,Popular,5.8
CS-0163,Wild Diary III,Series,Drama,English,UK,Various,14,2015,2020-03-18,540,12,U/A 13+,7.7,16.82,75.69,50,0,16.7,17.2,-106,Popular,9.1
CS-0164,Silent Heir of the North,Series,Horror ,Spanish,Spain,Diego Sharma,11,2015,2020-05-27,1200,24,U/A 16+,7.2,25.02,340.27,68,0,25.4,36.5,2494,Classic,5.5
CS-0165,Whispering City of Sound,Movie,Horror,Turkish,Turkey,Akira Smith,15,2024,2020-06-25,154,1,U/A 13+,6.8,10.72,16.51,60,3,42.6,15.6,2674,Popular,6.2
CS-0166,Verdict Broken of the Lost,Movie,Animation,Turkish,Turkey,Sophia Kumar,5,2024,2023-03-22,168,1,U/A 13+,8.2,22.92,28.88,45,3,36.8,20.4,4498,Popular,6.4
CS-0167,Golden Mountain,Movie,Horror,Hindi,India,Riya Smith,3,2022,2020-11-29,168,1,U/A 16+,5.5,7.87,11.46,52,0,20.5,4.9,4819,New,4.5
CS-0168,Silent Empire,Series,Sci-Fi,Tamil,India,Rohan Yilmaz,6,2020,2022-01-21,132,6,A,8.2,27.42,47.05,78,2,29.8,60.6,393,Classic,9.1
CS-0169,Silent Echo: Reborn,Series,Reality,Kannada,India,Various,4,2019,2024-03-22,350,10,U/A 13+,8.7,27.32,111.56,70,4,102.0,48.2,4970,Classic,7.1
CS-0170,Silent City,Movie,Kids,Kannada,India,Karan Smith,6,2019,2024-04-24,142,1,U/A 7+,6.0,14.5,20.59,60,0,49.5,19.0,1464,Classic,5.3
CS-0171,Game Midnight: Origins,movie,Drama,Korean,South Korea,Priya Iyer,7,2016,2020-07-02,105,1,U/A 16+,6.5,6.12,6.1,57,1,1.9,5.7,2854,Popular,7.3
CS-0172,Eternal Storm II,Movie,Romance,English ,UK,Riya Joshi,13,2023,2023-09-20,99,1,A,7.8,23.86,23.62,60,2,0.5,18.5,1287,Classic,5.8
CS-0173,Mountain Wild,Movie,Animation,Tamil,India,Neha Smith,11,2016,2020-08-13,143,1,U/A 16+,5.9,8.8,5.66,27,0,50.6,6.1,7,Popular,5.5
CS-0174,Quiet River: Origins,Movie,Horror,Telugu,India,Carla Smith,4,2018,2022-12-04,106,1,U/A 13+,8.2,20.7,25.96,71,1,37.8,45.3,5255,Classic,7.4
CS-0175,Hour Distant,Movie,Kids ,Hindi,India,Riya Yilmaz,5,2023,2020-02-20,167,1,U/A 13+,6.9,4.49,7.5,60,2,14.9,6.7,663,Classic,8.1
CS-0176,Last Light,Movie,Comedy,Korean,South Korea,Emre Lee,13,2019,2024-03-13,125,1,U/A 16+,6.4,18.93,20.51,52,0,32.5,40.1,2553,New,7.2
CS-0177,Bright Cipher of Sound,Movie,Sci-Fi,Hindi,India,Sanjay Khan,6,2017,2021-12-03,137,1,U/A 16+,8.1,22.71,39.93,77,5,58.9,30.5,4835,New,6.3
CS-0178,Storm Burning,Movie,Drama,Hindi,India,Sophia Roy,3,2021,2020-12-09,95,1,U/A 16+,6.3,2.96,2.81,60,1,18.4,7.4,3880,Classic,5.8
CS-0179,Eternal Storm: Reborn,Movie,Kids,English,Canada,Aylin Khan,13,2023,2023-04-09,99,1,U/A 13+,5.6,6.63,5.25,48,0,12.8,8.6,514,New,5.3
CS-0180,Code Last of the Lost,Series,Animation,Hindi,India,,9,2020,2024-06-25,1800,40,U/A 13+,8.1,16.1,231.84,48,2,44.9,37.4,5183,New,7.1
CS-0181,Mountain Quiet II,Series,Sci-Fi ,Hindi,India,Various,15,2018,2023-08-03,280,8,U/A 7+,4.7,0.2,0.33,35,0,27.6,0.2,74,New,3.5
CS-0182,Silent Diary,Series,Kids,Malayalam,India,Yuki Sato,9,2018,2023-12-14,400,16,U/A 13+,8.5,30.82,108.9,53,3,69.4,45.4,3345,Trending,6.7
CS-0183,Garden Wild,Movie,Thriller,Hindi,India,Rohan Khan,5,2018,2020-02-09,88,1,U/A 7+,9.7,22.74,26.35,79,6,19.8,37.8,6924,New,9.4
CS-0184,Midnight Letter: Reborn,Movie,Comedy,Hindi,India,Sanjay Menon,15,2023,2024-07-06,91,1,U/A 16+,11.1,21.85,16.9,51,2,38.1,27.0,6316,Trending,7.6
CS-0185,Game Distant: Origins,Series,Comedy,Hindi,India,Arjun Pillai,6,2024,2021-03-17,330,6,U/A 13+,7.0,5.56,14.98,49,1,80.2,5.0,3677,New,7.1
CS-0186,Wild Mirror,Series,Romance,English,Canada,Riya Lee,11,2015,2024-05-05,352,16,U/A 13+,8.7,22.53,100.45,76,4,97.7,28.4,7888,Classic,8.6
CS-0187,Distant Garden of the North,Movie,Kids,English,Canada,Min-jun Bose,4,2022,2023-12-29,138,1,U/A 16+,6.2,16.48,30.7,81,0,28.9,21.9,1132,Classic,5.9
CS-0188,Game Midnight,Movie,Action,Hindi,India,Neha Pillai,9,2016,2024-01-06,91,1,U,7.3,26.86,20.78,51,0,29.9,29.7,5084,New,5.8
CS-0189,Mirror Endless,Movie,Romance,Japanese,Japan,Karan Joshi,3,2021,2022-08-26,113,1,A,6.3,6.78,4.72,37,0,34.1,6.2,693,Classic,7.4
CS-0190,Verdict Midnight,Movie,Sci-Fi,Kannada,India,Vikram Jones,7,2021,2020-04-25,85,1,A,8.3,21.77,20.05,65,3,11.2,48.9,7248,Classic,7.7
CS-0191,Promise Shattered,Movie,Reality,Bengali,India,Karan Kumar,8,2018,2024-07-31,167,1,U/A 16+,8.8,25.04,48.09,69,2,34.5,33.3,9551,Classic,9.3
CS-0192,City Shattered,Movie,Drama,Korean,South Korea,Anand Joshi,8,2023,2022-07-22,128,1,U/A 13+,8.0,8.08,11.89,69,4,10.9,15.5,5719,Classic,7.9
CS-0193,Diary Quiet: Origins,Movie,Animation,Japanese,Japan,Rohan Lee,10,2019,2023-07-31,165,1,A,6.1,6.35,7.33,42,2,33.9,16.1,-623,New,7.9
CS-0194,Endless Mountain: Origins,Documentary,Action,Malayalam,India,Emre Lopez,15,2024,2020-03-12,212,4,U/A 16+,7.0,19.19,40.68,60,2,10.0,23.4,-960,Popular,6.5
CS-0195,Whispering Code III,Movie,Horror,Hindi,India,Carla Sato,15,2019,2021-11-04,150,1,U/A 16+,7.5,27.28,30.01,44,2,62.3,63.0,8875,New,7.4
CS-0196,The Heir,documentary,Thriller,Tamil,India,Priya Iyer,15,2017,2023-02-20,69,1,U/A 7+,6.3,8.96,5.87,57,1,15.8,15.5,2199,Classic,6.7
CS-0197,Wild Heir: Origins,Series,Thriller,Telugu,India,Diego Kim,5,2018,2023-04-14,528,24,U/A 16+,6.6,0.36,1.71,54,3,68.8,5.3,2030,New,6.6
CS-0198,Wild Shadow of Stone,Movie,Horror,English,Australia,Akira Lee,10,2019,2021-09-26,105,1,U/A 16+,7.2,12.02,13.25,63,1,30.2,14.4,-762,Classic,7.8
CS-0199,Forbidden Echo of the North,Movie,Sci-Fi,Kannada,India,Riya Tanaka,13,2016,2022-04-06,97,1,U/A 13+,6.1,12.98,10.7,51,0,55.1,19.7,5839,Trending,6.7
CS-0200,Endless Diary of the North,Series,Drama,Japanese,Japan,Anand Lopez,8,2017,2023-07-07,450,10,U/A 16+,5.6,0.2,0.65,43,0,121.0,0.3,-396,Popular,5.7
CS-0201,Mountain Endless of Stone,Movie,Sci-Fi,Malayalam,India,Asha Lee,5,2022,2020-08-26,127,1,U/A 13+,5.9,1.83,2.13,55,0,37.0,3.5,477,Classic,7.7
CS-0202,Crimson Storm: Origins,Movie,Thriller,Hindi,India,James Kim,4,2019,2020-09-06,98,1,A,7.2,0.2,0.17,52,4,56.3,6.3,4758,Classic,8.5
CS-0203,Empire Hidden,Movie,Action ,Hindi,India,Vikram Park,6,2020,2023-12-21,173,1,U/A 16+,7.5,21.09,41.96,69,3,13.4,29.3,-1000,Classic,6.3
CS-0204,Crimson Mountain,Series,Drama,Tamil,India,Various,15,2024,,1800,40,U/A 13+,7.4,18.4,331.2,60,1,62.4,31.2,2147,Popular,6.1
CS-0205,Whispering Promise III,Movie,Kids,Japanese,Japan,Arjun Lopez,3,2020,2022-04-28,175,1,U/A 16+,5.4,0.2,0.15,26,0,73.7,0.3,-984,Popular,4.5
CS-0206,Frozen Letter of Stone,Movie,Kids,Tamil,India,Anand Iyer,12,2019,2024-10-24,95,1,U/A 13+,7.6,19.77,18.47,59,1,38.2,26.5,3244,Classic,8.4
CS-0207,Bridge Bright,Documentary,Romance,Hindi,India,Aylin Yilmaz,15,2022,2023-08-21,66,1,U,7.5,12.18,9.51,71,2,10.7,20.2,2185,New,5.5
CS-0208,Hour Silent of the Lost,Movie,Comedy,Korean,South Korea,Olivia Sharma,4,2019,2020-04-19,162,1,A,6.7,0.49,0.7,53,2,53.3,3.6,2579,Trending,8.2
CS-0209,Distant Code: Origins,Movie,Romance,English,UK,Yuki Patel,15,2017,2023-08-14,100,1,U/A 16+,7.5,12.72,15.9,75,4,40.8,18.2,8717,Popular,7.7
CS-0210,Dark Hour of Sound,Series,Drama,Bengali,India,Vikram Garcia,8,2018,2023-08-29,600,12,A,7.2,20.39,116.22,57,1,25.1,27.0,4133,New,7.4
CS-0211,Silent Mountain II,Movie,Action,Turkish,Turkey,Diego Jones,10,2017,2022-10-18,159,1,U/A 13+,6.3,20.0,34.45,65,2,27.0,45.6,4630,New,4.8
CS-0212,Mountain Broken of the Lost,Series,Romance,English,UK,Aylin Sharma,7,2024,2020-05-11,250,10,U/A 16+,8.4,26.01,86.7,80,5,98.6,50.9,3013,Classic,6.0
CS-0213,Code The II,Movie,Sci-Fi,Spanish,Spain,James Sharma,4,2024,2022-12-27,108,1,U,7.2,21.01,23.83,63,1,47.6,43.7,2651,New,5.7
CS-0214,Dark Mountain: Reborn,Documentary,Drama,Japanese,Japan,Sanjay Roy,12,2015,2022-05-25,312,6,U/A 16+,9.6,37.42,173.18,89,4,8.5,82.3,7155,Popular,9.9
CS-0215,Endless Hour of the North,Movie,Kids,Bengali,India,Diego Kumar,10,2015,2021-04-28,139,1,U/A 7+,7.1,15.21,24.31,69,0,39.9,23.5,-1000,New,6.5
CS-0216,Lost Garden,Series,Action,English,USA,Olivia Roy,14,2021,2024-03-25,500,10,U/A 16+,7.0,3.49,18.9,65,2,88.2,10.3,5385,Classic,7.4
CS-0217,Last Letter,Movie,Kids,Bengali,India,Diego Patel,8,2018,2022-11-11,136,1,U/A 7+,6.4,3.94,4.82,54,0,36.2,3.8,2010,Popular,6.2
CS-0218,Dark Code: Origins,Series,Action,Hindi,India,Olivia Bose,5,2016,2020-04-26,420,12,A,7.4,25.05,122.74,70,1,61.4,43.4,-745,Popular,7.2
CS-0219,Witness Last,Series,Action,Hindi,India,Neha Yilmaz,5,2020,2021-05-06,300,6,A,6.9,19.26,62.6,65,0,68.3,25.0,1691,Popular,7.4
CS-0220,Wild Promise III,Movie,Sci-Fi,Hindi,India,Asha Tanaka,6,2019,2023-04-23,125,1,U/A 16+,8.0,20.93,21.37,49,4,27.4,50.5,5711,New,5.8
CS-0221,Wild Verdict of Stone,Movie,Kids,Hindi,India,James Sato,7,2015,2022-05-07,140,1,U/A 16+,7.5,27.06,37.25,59,4,26.2,44.6,-207,Popular,8.3
CS-0222,Shattered Shadow: Reborn,Series,Sci-Fi,Kannada,India,Various,8,2022,2022-01-06,210,6,U/A 16+,6.4,12.95,29.46,65,0,17.3,21.8,-334,Popular,4.9
CS-0223,Light Wild of the Lost,Movie,Animation,Hindi,India,Kavya Pillai,8,2017,2022-09-25,98,1,U/A 13+,6.8,22.97,19.51,52,0,55.5,29.9,-1000,New,5.4
CS-0224,Eternal Empire II,Movie,Thriller,Hindi,India,Emre Jones,4,2020,2022-11-08,100,1,U/A 7+,9.7,29.91,43.37,87,9,33.4,78.7,6041,Classic,9.8
CS-0225,Shadow The of the North,Series,Reality ,Telugu,India,Various,9,2019,2020-07-20,200,8,U/A 13+,5.8,2.42,4.19,52,0,40.3,3.8,4419,New,6.0
CS-0226,Crown Whispering II,Documentary,Thriller,English,UK,Yuki Pillai,15,2021,2023-07-21,93,1,U/A 16+,7.5,20.35,16.72,53,2,4.4,47.3,6217,Popular,7.5
CS-0227,River Lost,Series,Animation,Japanese,Japan,Various,11,2016,2021-09-28,300,12,U/A 16+,9.2,35.34,125.46,71,4,32.0,79.2,8054,Popular,7.8
CS-0228,Quiet Mountain: Origins,Series,Reality,Telugu,India,Various,3,2024,2021-07-15,176,8,U/A 16+,8.3,19.59,24.71,43,1,124.5,33.4,7536,Popular,9.1
CS-0229,Shadow Shattered,Movie,Sci-Fi,English,UK,Arjun Sato,5,2017,2024-06-05,175,1,U/A 13+,7.5,11.25,20.34,62,1,43.4,20.5,10083,Classic,6.1
CS-0230,Frozen Echo of the Lost,Series,Sci-Fi,English,UK,Various,5,2022,2024-02-09,400,16,U/A 13+,7.0,13.31,59.45,67,3,51.3,32.5,4975,Classic,5.4
CS-0231,Diary Silent,Movie,Reality,Hindi,India,Kavya Menon,8,2023,2024-01-31,103,1,U/A 13+,7.4,13.28,15.5,68,0,71.6,17.3,4225,Classic,6.6
CS-0232,Hidden Promise II,Series,Action,Hindi,India,Various,4,2019,2023-10-07,440,8,A,5.7,23.79,47.1,27,0,79.6,25.0,5323,Classic,4.6
CS-0233,Storm Quiet of the North,Series,Animation,English,Australia,Emre Jones,9,2018,2021-03-27,440,8,A,6.4,11.12,44.85,55,0,86.7,20.7,3701,New,5.4
CS-0234,Echo Forbidden of the Lost,series,Horror,Spanish,Spain,Karan Kim,15,2022,2022-11-03,200,8,U/A 16+,8.0,21.08,56.21,80,3,46.3,28.9,6141,New,8.3
CS-0235,Frozen Witness,Series,Comedy,Kannada,India,Various,9,2017,2021-08-21,352,16,U/A 16+,6.1,0.2,0.45,38,0,78.6,0.2,1178,New,5.2
CS-0236,Echo Distant of the North,Series,Thriller,Tamil,India,Yuki Joshi,12,2023,2022-09-22,528,24,A,7.0,20.99,92.36,50,2,32.3,19.0,-1000,Classic,7.5
CS-0237,Echo Golden,Movie,Kids,Korean,South Korea,Emre Kim,4,2016,2020-05-02,158,1,A,7.8,21.69,40.55,71,3,52.4,26.2,5869,Popular,6.6
CS-0238,Distant Promise,Stand-up,Thriller,English,Canada,Olivia Khan,5,2021,2022-04-23,86,1,A,7.3,11.4,10.95,67,4,4.6,22.2,1045,Classic,7.4
CS-0239,Hunter Broken: Origins,Movie,Reality,Spanish,Spain,Aylin Yilmaz,14,2023,2022-11-07,100,1,U,5.5,18.1,16.29,54,0,17.7,35.3,-1000,New,5.8
CS-0240,Promise Quiet,Movie,Sci-Fi,Tamil,India,Rohan Patel,3,2018,2021-11-20,93,1,U/A 7+,7.7,16.04,13.43,54,2,20.5,26.6,4620,Classic,6.9
CS-0241,Forbidden City of the North,Movie,Action,Hindi,India,Mira Garcia,3,2022,2021-09-06,147,1,A,6.1,15.33,22.16,59,3,24.0,34.1,5016,Popular,5.8
CS-0242,Frozen Cipher,Movie,Reality,Tamil,India,Aylin Iyer,4,2021,2020-10-31,119,1,A,6.1,10.37,14.4,70,0,37.3,13.6,3564,New,5.4
CS-0243,Mountain Crimson,Series,Action,Hindi,India,Min-jun Kim,7,2017,2022-10-28,176,8,U/A 16+,5.6,3.05,5.46,61,0,91.7,4.7,400,Popular,6.6
CS-0244,Broken Witness,Series,Romance,Kannada,India,Various,11,2019,2021-01-17,352,16,U/A 13+,6.7,7.41,23.04,53,0,102.5,5.5,3533,Popular,5.3
CS-0245,Forbidden Cipher: Origins,Series,Reality,Spanish,Spain,Various,5,2021,2022-08-10,400,8,U/A 16+,7.9,27.95,147.2,79,4,83.0,54.2,4757,Popular,6.7
CS-0246,Whispering Diary,Movie,Horror,Hindi,India,James Bose,11,2018,2022-03-13,135,1,U/A 16+,4.6,4.57,6.58,64,0,16.9,4.8,-1000,Popular,3.5
CS-0247,Hidden Code,Series,Comedy,Korean,South Korea,Various,5,2019,2024-05-31,420,12,U/A 13+,5.7,17.74,81.96,66,0,51.1,15.1,-144,New,5.6
CS-0248,Light Golden II,Movie,Thriller,English,USA,Liam Kim,12,2021,2021-03-26,133,1,U/A 13+,8.0,10.48,16.49,71,3,27.4,26.6,3062,New,8.1
CS-0249,Mountain Burning: Origins,Stand-up,Action,Bengali,India,Akira Yilmaz,8,2024,2020-02-13,85,1,U/A 16+,7.6,7.12,4.24,42,1,4.1,8.8,6526,Popular,7.9
CS-0250,Empire Forbidden of the North,Movie,Action,Hindi,India,Kavya Roy,6,2019,2023-12-17,167,1,U/A 13+,8.6,23.32,51.93,80,2,32.1,34.4,453,Classic,7.4
CS-0251,Distant Game: Origins,Movie,Sci-Fi,Turkish,Turkey,Sanjay Kumar,12,2022,2022-09-14,90,1,U/A 16+,8.4,42.35,43.83,69,4,31.8,64.0,5578,New,9.1
CS-0252,Whispering Heir III,Movie,Drama,Telugu,India,Akira Brown,12,2021,2021-02-18,113,1,U/A 13+,6.7,16.74,18.29,58,2,41.3,35.4,585,Classic,3.9
CS-0253,Garden Distant III,Movie,Horror ,Hindi,India,Diego Lopez,7,2016,2022-04-08,169,1,U/A 7+,6.8,0.2,0.3,54,0,6.2,0.4,-250,Classic,8.5
CS-0254,Bright Voyage: Origins,Movie,Reality,Telugu,India,Akira Bose,12,2020,2021-09-20,154,1,U/A 13+,7.6,22.3,29.76,52,4,14.6,42.9,-611,Classic,8.2
CS-0255,Game The,Movie,Drama,Bengali,India,Mira Joshi,10,2018,2020-03-04,167,1,U/A 7+,6.9,27.36,52.54,69,0,25.3,50.1,-1000,Classic,7.7
CS-0256,Endless Light of Sound,Documentary,Drama,Telugu,India,Min-jun Kumar,12,2022,2020-04-17,70,1,U/A 16+,8.5,39.2,30.64,67,2,2.5,47.0,7767,Classic,8.6
CS-0257,Silent Shadow,Documentary,Comedy,Korean,South Korea,Diego Bose,13,2018,2020-01-03,76,1,U,7.2,2.49,1.42,45,0,14.4,4.8,3107,Classic,6.3
CS-0258,Frozen Mountain of Stone,Documentary,Thriller,Kannada,India,Mira Iyer,8,2015,2023-10-10,72,1,U/A 16+,8.5,24.7,16.89,57,4,12.4,51.3,952,Popular,8.6
CS-0259,Shattered Voyage,Movie,Thriller,Tamil,India,Rohan Patel,9,2015,2024-11-24,137,1,U/A 16+,7.8,25.18,39.1,68,4,20.2,39.4,5309,Popular,8.7
CS-0260,Broken Diary II,Series,Romance,English,USA,James Smith,9,2016,2022-07-09,270,6,A,5.2,3.95,10.67,60,0,81.4,7.2,1805,Classic,5.8
CS-0261,Game Crimson,Movie,Kids,Hindi,India,Anand Khan,11,2020,2022-07-02,144,1,U/A 13+,8.3,12.79,15.96,52,2,27.2,15.9,3988,New,9.6
CS-0262,The Mirror: Origins,Stand-up,Thriller,Kannada,India,Mira Joshi,4,2016,2020-07-01,85,1,A,7.2,17.59,17.94,72,0,4.0,35.6,6773,Popular,6.4
CS-0263,Witness Dark III,Series,Thriller,Japanese,Japan,Various,6,2024,2022-11-04,540,12,U/A 13+,3.8,16.26,62.93,43,0,24.1,27.0,-1000,Classic,4.3
CS-0264,Hidden Empire of Stone,Series,Comedy,Malayalam,India,Carla Khan,8,2016,2022-02-17,400,8,U/A 16+,7.3,15.85,68.68,65,0,45.6,15.2,6356,Trending,7.3
CS-0265,Bright Code,Documentary,Comedy,Telugu,India,Sophia Yilmaz,14,2021,2024-04-10,222,6,U/A 7+,8.6,22.64,42.72,51,3,13.6,26.4,6908,Classic,9.4
CS-0266,Whispering Mountain: Origins,Series,Animation,Telugu,India,Arjun Lee,3,2021,2020-06-18,880,40,U/A 16+,7.1,15.75,101.64,44,1,20.4,27.3,603,Classic,6.8
CS-0267,Light Shattered,Series,Comedy,Malayalam,India,Various,9,2022,2024-06-29,1320,24,U/A 16+,6.7,22.28,338.21,69,3,90.1,18.7,2536,Popular,7.0
CS-0268,Light Lost,Series,Horror,English,Australia,Various,8,2019,2024-04-15,1320,24,A,6.6,6.09,96.47,72,2,51.3,8.8,3009,Classic,8.0
CS-0269,Lost Storm,Movie,Action,Malayalam,India,Min-jun Pillai,10,2020,2020-09-01,150,1,U/A 7+,7.0,25.51,31.89,50,1,5.2,46.4,2504,Popular,8.2
CS-0270,River Wild: Reborn,Documentary,Thriller,Hindi,India,Priya Smith,3,2023,2021-05-02,94,1,U/A 16+,6.0,0.2,0.17,55,0,11.2,0.3,1868,New,6.9
CS-0271,Eternal Diary of Stone,Movie,Reality,Hindi,India,Min-jun Tanaka,4,2021,2020-09-16,123,1,U/A 13+,7.1,6.62,9.5,70,1,0.5,9.1,6960,Classic,7.3
CS-0272,River Midnight: Origins,Stand-up,Action,Hindi,India,Karan Patel,11,2023,2024-01-21,86,1,U/A 13+,6.5,8.72,5.75,46,0,2.6,18.3,-1000,New,7.4
CS-0273,Game Burning: Origins,Movie,Action,Japanese,Japan,Hyun Kumar,7,2016,2022-12-18,175,1,U/A 16+,7.6,19.73,28.2,49,2,59.0,22.8,2729,Classic,6.2
CS-0274,The Diary: Origins,Series,Reality,English,Australia,Various,15,2021,2022-01-11,880,40,U/A 13+,7.8,16.72,122.61,50,4,57.0,31.7,7271,New,5.8
CS-0275,Dark Cipher,Movie,Thriller,Hindi,India,Olivia Lee,13,2020,2023-03-13,97,1,A,5.7,6.51,6.42,61,0,50.5,7.2,1334,Popular,5.2
CS-0276,Diary Broken: Reborn,Movie,Reality,Tamil,India,Carla Tanaka,15,2022,2020-12-09,90,1,U/A 13+,7.1,22.1,13.59,41,2,33.8,23.7,6469,Classic,7.8
CS-0277,Diary Lost of the Lost,Series,Animation,Telugu,India,James Lee,10,2021,2023-03-18,210,6,U/A 13+,6.0,13.04,20.08,44,0,35.5,15.6,3271,Classic,5.9
CS-0278,Last Code of the North,Movie,Animation,Kannada,India,Riya Roy,8,2015,2021-04-26,170,1,U/A 13+,7.1,15.22,34.07,79,2,16.1,21.6,3733,Classic,8.6
CS-0279,Empire Dark of Sound,Series,Action,Bengali,India,Various,12,2022,2023-09-25,800,16,U/A 7+,7.0,14.05,89.92,48,2,36.7,24.6,-1000,New,7.1
CS-0280,City Hidden II,Movie,Reality,Hindi,India,Hyun Khan,7,2019,2022-04-20,164,1,U/A 7+,9.3,13.41,26.02,71,3,40.0,17.0,8586,Popular,8.1
CS-0281,Bright Shadow,Documentary,Comedy,Telugu,India,Hyun Smith,13,2022,2020-09-26,106,1,U/A 13+,5.5,14.27,10.34,41,0,3.1,29.2,3476,New,5.9
CS-0282,Mountain Bright,Movie,Reality,Hindi,India,Asha Sato,10,2017,2023-08-11,128,1,A,6.6,13.38,13.7,48,0,9.2,12.0,3570,Popular,6.2
CS-0283,Game Last: Reborn,Series,Reality,Malayalam,India,Various,15,2016,2023-03-18,150,6,U/A 16+,7.3,14.39,15.83,44,0,72.2,21.2,6275,Classic,5.1
CS-0284,Silent City of Stone,Movie,Reality,Malayalam,India,Neha Yilmaz,5,2020,2021-07-31,120,1,U/A 13+,7.6,38.39,61.42,80,3,41.5,49.0,5243,Classic,8.3
CS-0285,Silent Hunter: Reborn,Movie,Thriller,English,Australia,Aylin Roy,11,2017,2023-02-07,138,1,A,6.7,13.66,18.54,59,0,31.0,21.4,3923,Classic,7.0
CS-0286,Golden Letter,Movie,Animation,Hindi,India,Emre Roy,15,2021,2021-01-04,101,1,U/A 13+,7.7,23.86,28.52,71,2,51.8,47.4,886,New,7.2
CS-0287,Frozen River,Movie,Sci-Fi,English,Australia,Sanjay Park,10,2015,2023-01-07,97,1,U/A 7+,6.5,0.2,0.21,64,0,31.0,0.4,3529,Classic,5.6
CS-0288,Midnight Empire of Stone,Movie,Kids,English,Canada,Hyun Patel,11,2023,2023-02-11,160,1,U/A 13+,7.7,16.73,39.26,88,2,20.8,15.3,6365,Trending,9.8
CS-0289,Wild River of Stone,Series,Animation,Malayalam,India,Anand Joshi,13,2015,2021-05-02,132,6,U/A 16+,7.1,0.2,0.18,42,3,94.7,4.9,7089,Classic,4.5
CS-0290,Crimson Game,Series,Comedy,Telugu,India,Anand Yilmaz,10,2023,2021-11-09,880,40,U/A 16+,5.7,19.49,142.93,50,0,47.9,12.0,-1000,Popular,5.7
